,title,price,location,living_space,plot_area,rooms,broker,link,coordinates,latitude,longitude
388,Willem de Zwijgerlaan 140 2,419.000 k.k.,"Willem de Zwijgerlaan 140 2, 1056 JV Amsterdam",49 m^2,,3,020-Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42757993-willem-de-zwijgerlaan-140-2/,"140-2, Willem de Zwijgerlaan, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056JV, Nederland",52.3743673,4.8635134
389,Prins Hendrikkade 160 -E,775.000 k.k.,"Prins Hendrikkade 160 -E, 1011 TB Amsterdam",99 m^2,,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42756082-prins-hendrikkade-160-e/,"Prins Hendrikkade, Centrum, Amsterdam, Noord-Holland, Nederland, 1011EH, Nederland",52.3765254,4.9023231
390,Korte Leidsedwarsstraat 167 b,345.000 k.k.,"Korte Leidsedwarsstraat 167 b, 1017 RA Amsterdam",40 m^2,,2,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-42755372-korte-leidsedwarsstraat-167-b/,"Korte Leidsedwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017RL, Nederland",52.362266,4.8861579
391,Deurloostraat 52 1,775.000 k.k.,"Deurloostraat 52 1, 1078 JD Amsterdam",83 m^2,,3,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42644362-deurloostraat-52-1/,"52-1, Deurloostraat, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078JD, Nederland",52.3464372,4.8915652
392,Marnixstraat 275 bv,600.000 k.k.,"Marnixstraat 275 bv, 1015 WK Amsterdam",73 m^2,,3,Makelaardij De Nederlanden,https://www.funda.nl/koop/amsterdam/appartement-42640204-marnixstraat-275-bv/,,,
393,Douwes Dekkerstraat 24 hs,500.000 k.k.,"Douwes Dekkerstraat 24 hs, 1053 SX Amsterdam",63 m^2,,3,Makelaardij De Nederlanden,https://www.funda.nl/koop/amsterdam/appartement-42649776-douwes-dekkerstraat-24-hs/,"Douwes Dekkerstraat, Kinkerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053SW, Nederland",52.3689643,4.8657959
394,Kea Boumanstraat 102 B,775.000 k.k.,"Kea Boumanstraat 102 B, 1095 MA Amsterdam",119 m^2,,4,Burger Elkerbout Makelaars en Taxateurs,https://www.funda.nl/koop/amsterdam/appartement-42646286-kea-boumanstraat-102-b/,"Kea Boumanstraat, Sportheldenbuurt, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1023, Nederland",52.3742957,4.9684853
395,Amsteldijk 58 L +PP,2.395.000 k.k.,"Amsteldijk 58 L +PP, 1074 HX Amsterdam",177 m^2,,4,Mar. J. Heule Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42623571-amsteldijk-58-l-pp/,,,
396,Van Nijenrodeweg 485,295.000 k.k.,"Van Nijenrodeweg 485, 1082 HM Amsterdam",33 m^2,,2,BNV makelaars,https://www.funda.nl/koop/amsterdam/appartement-42622114-van-nijenrodeweg-485/,"485, Van Nijenrodeweg, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082HM, Nederland",52.3275274,4.8748038
397,Amsteldijk 58 L,2.250.000 k.k.,"Amsteldijk 58 L, 1074 HX Amsterdam",177 m^2,,4,Mar. J. Heule Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42621162-amsteldijk-58-l/,"Amsteldijk, Rivierenbuurt, Amsterdam, Noord-Holland, Nederland, 1079LM, Nederland",52.3424015,4.9136398
398,Baarsjesweg 238 3,475.000 k.k.,"Baarsjesweg 238 3, 1058 AA Amsterdam",75 m^2,,3,muriel makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88986622-baarsjesweg-238-3/,"238-3, Baarsjesweg, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1058AA, Nederland",52.3623422,4.8575767
399,Kaap Blanc Penthouse (Bouwnr. 4.8.50),4.350.000 v.o.n.,"Kaap Blanc Penthouse (Bouwnr. 4.8.50), 1031 HX Amsterdam",381 m^2,,6,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42519947-kaap-blanc-penthouse-bouwnr-4850/,,,
400,Huntum 49,825.000 k.k.,"Huntum 49, 1102 JD Amsterdam",214 m^2,315 m^2,5,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/huis-42753640-huntum-49/,"49, Huntum, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1102JD, Nederland",52.3074223,4.9635404
401,Hobbemakade 65 c,350.000 k.k.,"Hobbemakade 65 c, 1071 XM Amsterdam",37 m^2,,2,Brummel & Beuk Makelaars B.V.,https://www.funda.nl/koop/amsterdam/appartement-42752400-hobbemakade-65-c/,"Hobbemakade, Zuid, Amsterdam, Noord-Holland, Nederland, 1071XW, Nederland",52.3502107,4.886034
402,Trompenburgstraat 39 H,925.000 k.k.,"Trompenburgstraat 39 H, 1079 TM Amsterdam",97 m^2,,5,PUUR* Makelaars Amsterdam - Zuid,https://www.funda.nl/koop/amsterdam/appartement-42758243-trompenburgstraat-39-h/,"39-H, Trompenburgstraat, Rijnbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1079TM, Nederland",52.3438123,4.9112443
403,Sint Willibrordusstraat 79 I,390.000 k.k.,"Sint Willibrordusstraat 79 I, 1073 VA Amsterdam",42 m^2,,2,PUUR* Makelaars Amsterdam - Zuid,https://www.funda.nl/koop/amsterdam/appartement-42644031-sint-willibrordusstraat-79-i/,"79-1, Sint Willibrordusstraat, de Pijp, Amsterdam, Noord-Holland, Nederland, 1073VA, Nederland",52.354008,4.9009628
404,Meeuwenlaan 126 -A,500.000 k.k.,"Meeuwenlaan 126 -A, 1021 JN Amsterdam",78 m^2,,2,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42645161-meeuwenlaan-126-a/,"Meeuwenlaan, Amsterdam, Noord-Holland, Nederland, 1021PM, Nederland",52.3842479,4.9169666
405,Egidiusstraat 60 -II,400.000 k.k.,"Egidiusstraat 60 -II, 1055 GZ Amsterdam",62 m^2,,4,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42628302-egidiusstraat-60-ii/,"Egidiusstraat, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055GL, Nederland",52.3780928,4.8523079
406,Eduard Hellendoornstraat 13,375.000 k.k.,"Eduard Hellendoornstraat 13, 1069 PW Amsterdam",80 m^2,,3,Peters en Partners,https://www.funda.nl/koop/amsterdam/appartement-42626616-eduard-hellendoornstraat-13/,"13, Eduard Hellendoornstraat, De Aker, Sloten, Amsterdam, Noord-Holland, Nederland, 1069PW, Nederland",52.3516687,4.7833186
407,Leonard Bernsteinstraat 96 A*,1.695.000 k.k.,"Leonard Bernsteinstraat 96 A*, 1082 MR Amsterdam",130 m^2,,3,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42672425-leonard-bernsteinstraat-96-a/,"Leonard Bernsteinstraat, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082MR, Nederland",52.3359537,4.8724541
408,Henkenshage 1 A,799.000 k.k.,"Henkenshage 1 A, 1083 BX Amsterdam",123 m^2,,4,BNV makelaars,https://www.funda.nl/koop/amsterdam/appartement-42479523-henkenshage-1-a/,"Henkenshage, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1083BA, Nederland",52.3257302,4.8837169
409,Amstel 63 G,900.000 k.k.,"Amstel 63 G, 1018 EJ Amsterdam",36 m^2,36 m^2,2,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/huis-42651289-amstel-63-g/,"Amstel, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011PT, Nederland",52.3672475,4.8999179
410,Bilderdijkkade 65 - H,725.000 k.k.,"Bilderdijkkade 65 - H, 1053 VJ Amsterdam",90 m^2,,4,Peters en Partners,https://www.funda.nl/koop/amsterdam/appartement-42754592-bilderdijkkade-65-h/,"Bilderdijkkade, Kinkerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053AG, Nederland",52.3704196,4.8679685
411,Haarlemmerplein 24 B*,550.000 k.k.,"Haarlemmerplein 24 B*, 1013 HS Amsterdam",75 m^2,,3,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42753281-haarlemmerplein-24-b/,"Haarlemmerplein, Haarlemmerbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1013, Nederland",52.3840342,4.8837491
412,Zeilstraat 50 3,499.000 k.k.,"Zeilstraat 50 3, 1075 SJ Amsterdam",73 m^2,,3,muriel makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88111415-zeilstraat-50-3/,"50-3, Zeilstraat, Schinkelbuurt, Amsterdam, Noord-Holland, Nederland, 1075SJ, Nederland",52.3509286,4.8537794
413,Javastraat 8 III,450.000 k.k.,"Javastraat 8 III, 1094 HG Amsterdam",56 m^2,,2,& Bijleveld makelaardij b.v.,https://www.funda.nl/koop/amsterdam/appartement-42647860-javastraat-8-iii/,"Javastraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094HZ, Nederland",52.3637751,4.9394092
414,Tuinbouwstraat 108,350.000 k.k.,"Tuinbouwstraat 108, 1097 ZA Amsterdam",51 m^2,,2,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42629337-tuinbouwstraat-108/,"108, Tuinbouwstraat, Betondorp, Amsterdam, Noord-Holland, Nederland, 1097ZA, Nederland",52.3401334,4.9451504
415,Solitudolaan 192 *,1.040.000 k.k.,"Solitudolaan 192 *, 1096 DS Amsterdam",125 m^2,,3,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42619866-solitudolaan-192/,"192, Solitudolaan, Amsterdam, Noord-Holland, Nederland, 1096DS, Nederland",52.3414716,4.9210828
416,Akoleienstraat 8 III,650.000 k.k.,"Akoleienstraat 8 III, 1016 LN Amsterdam",105 m^2,,3,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42682316-akoleienstraat-8-iii/,"Akoleienstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016LN, Nederland",52.3728486,4.8784142
417,Herengracht 268 G,1.950.000 k.k.,"Herengracht 268 G, 1016 BW Amsterdam",223 m^2,,6,Carla van den Brink B.V.,https://www.funda.nl/koop/amsterdam/appartement-42540607-herengracht-268-g/,"Herengracht, Negen Straatjes, Centrum, Amsterdam, Noord-Holland, Nederland, 1016BK, Nederland",52.371512,4.8872567
418,J.F. Berghoefplantsoen 23,575.000 k.k.,"J.F. Berghoefplantsoen 23, 1064 DE Amsterdam",115 m^2,118 m^2,4,Makelaardij Van der Linden Amsterdam,https://www.funda.nl/koop/amsterdam/huis-42645538-jf-berghoefplantsoen-23/,"23, J.F. Berghoefplantsoen, Slotermeer, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1064DE, Nederland",52.3738861,4.8195816
419,Van Hogendorpstraat 68 C,425.000 k.k.,"Van Hogendorpstraat 68 C, 1051 BS Amsterdam",57 m^2,,2,Kopinsky Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88114378-van-hogendorpstraat-68-c/,"Van Hogendorpstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051, Nederland",52.3822502,4.8690953
420,Marco Polostraat 91 II,537.000 k.k.,"Marco Polostraat 91 II, 1057 WH Amsterdam",50 m^2,,3,Ter Haar Makelaars B.V. | Baerz & Co,https://www.funda.nl/koop/amsterdam/appartement-42758548-marco-polostraat-91-ii/,"Marco Polostraat, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057TK, Nederland",52.3659189,4.8566278
421,Catharina Boudewijnshof 39,375.000 k.k.,"Catharina Boudewijnshof 39, 1064 PE Amsterdam",89 m^2,,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42644667-catharina-boudewijnshof-39/,"39, Catharina Boudewijnshof, Geuzenveld, Amsterdam, Noord-Holland, Nederland, 1064PE, Nederland",52.3780277,4.8099238
422,Woestduinstraat 71 I,475.000 k.k.,"Woestduinstraat 71 I, 1058 TC Amsterdam",62 m^2,,4,& Bijleveld makelaardij b.v.,https://www.funda.nl/koop/amsterdam/appartement-42643753-woestduinstraat-71-i/,"71-3, Woestduinstraat, Hoofddorperpleinbuurt, Amsterdam, Noord-Holland, Nederland, 1058TC, Nederland",52.3525291,4.8479926
423,Lootsstraat 11 3,400.000 k.k.,"Lootsstraat 11 3, 1053 NT Amsterdam",53 m^2,,2,Peters en Partners,https://www.funda.nl/koop/amsterdam/appartement-42642610-lootsstraat-11-3/,"11-3, Lootsstraat, Van Lennepbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053NT, Nederland",52.3639672,4.8612285
424,Nieuwe Achtergracht 101 -II,500.000 k.k.,"Nieuwe Achtergracht 101 -II, 1018 WR Amsterdam",58 m^2,,2,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42649563-nieuwe-achtergracht-101-ii/,"Nieuwe Achtergracht, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018WS, Nederland",52.3634208,4.9117772
425,Elandsgracht 59 -4,585.000 k.k.,"Elandsgracht 59 -4, 1016 TN Amsterdam",63 m^2,,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42631974-elandsgracht-59-4/,"59-4, Elandsgracht, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016TN, Nederland",52.3692979,4.880428
426,Oosterpark 85 1,485.000 k.k.,"Oosterpark 85 1, 1092 AW Amsterdam",53 m^2,,2,MRA Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42637773-oosterpark-85-1/,"85-1, Oosterpark, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092AW, Nederland",52.3596654,4.9244331
427,Frans Halsstraat 87 A*,475.000 k.k.,"Frans Halsstraat 87 A*, 1072 BP Amsterdam",57 m^2,,2,Amsterdam At Home Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42619107-frans-halsstraat-87-a/,"Frans Halsstraat, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072XA, Nederland",52.356872,4.8887811
428,Van Leijenberghlaan 18 V,1.495.000 k.k.,"Van Leijenberghlaan 18 V, 1082 GM Amsterdam",216 m^2,,4,Elan Makelaars,https://www.funda.nl/koop/amsterdam/appartement-41467793-van-leijenberghlaan-18-v/,"Van Leijenberghlaan, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082TW, Nederland",52.3348325,4.8789316
429,Van der Boechorststraat 64,800.000 k.k.,"Van der Boechorststraat 64, 1081 BV Amsterdam",116 m^2,205 m^2,5,Eefje Voogd Makelaardij,https://www.funda.nl/koop/amsterdam/huis-42758425-van-der-boechorststraat-64/,"64, Van der Boechorststraat, Amsterdam, Noord-Holland, Nederland, 1081BV, Nederland",52.3266695,4.8615672
430,Daelenbroek 3,3.450.000 k.k.,"Daelenbroek 3, 1082 AA Amsterdam",415 m^2,440 m^2,10,JA! Jaap Admiraal makelaardij,https://www.funda.nl/koop/amsterdam/huis-42756621-daelenbroek-3/,"3, Daelenbroek, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1082AA, Nederland",52.3232369,4.8796459
431,Guido Gezellestraat 6,3.195.000 k.k.,"Guido Gezellestraat 6, 1077 WP Amsterdam",345 m^2,273 m^2,10,VOORMA EN WALCH MAKELAARS IN HET GOOI,https://www.funda.nl/koop/amsterdam/huis-42647854-guido-gezellestraat-6/,"6, Guido Gezellestraat, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077WP, Nederland",52.3459358,4.8834846
432,Magalhaensplein 14 III,795.000 k.k.,"Magalhaensplein 14 III, 1057 VG Amsterdam",104 m^2,,7,JA! Jaap Admiraal makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42754703-magalhaensplein-14-iii/,"Magalhaensplein, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057VD, Nederland",52.3674436,4.8540255
433,Vespuccistraat 55 3,625.000 k.k.,"Vespuccistraat 55 3, 1056 SH Amsterdam",83 m^2,,4,Rohlof Real Estate,https://www.funda.nl/koop/amsterdam/appartement-88117251-vespuccistraat-55-3/,"55-3, Vespuccistraat, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056SH, Nederland",52.3713994,4.8531225
434,Kijkduinstraat 97 2,350.000 k.k.,"Kijkduinstraat 97 2, 1055 XT Amsterdam",53 m^2,,3,Makelaarsland,https://www.funda.nl/koop/amsterdam/appartement-42750176-kijkduinstraat-97-2/,"97-2, Kijkduinstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055XT, Nederland",52.3831705,4.8524077
435,Emmalaan 22 HS,1.800.000 k.k.,"Emmalaan 22 HS, 1075 AV Amsterdam",160 m^2,,4,RKZ Makelaars,https://www.funda.nl/koop/amsterdam/appartement-88111538-emmalaan-22-hs/,"Emmalaan, Willemsparkbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1075AT, Nederland",52.3533521,4.8633567
436,Wibautstraat 50 G,425.000 k.k.,"Wibautstraat 50 G, 1091 GN Amsterdam",52 m^2,,3,Makelaar in Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-88111520-wibautstraat-50-g/,"Wibautstraat, Weesperzijde, Amsterdam, Noord-Holland, Nederland, 1091GM, Nederland",52.3576872,4.9094705
437,Molensteeg 28,525.000 k.k.,"Molensteeg 28, 1012 BG Amsterdam",63 m^2,,2,Makelaarsland,https://www.funda.nl/koop/amsterdam/appartement-42755411-molensteeg-28/,"28, Molensteeg, Burgwallen-Oude Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012BG, Nederland",52.3734536,4.9000884
438,Christiaan de Wetstraat 31 B,385.000 k.k.,"Christiaan de Wetstraat 31 B, 1091 NG Amsterdam",59 m^2,,2,Apollo Makelaardij Groot Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-88006008-christiaan-de-wetstraat-31-b/,"Christiaan de Wetstraat, Transvaalbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091NG, Nederland",52.3538585,4.9184368
439,Populierenweg 89 II,475.000 k.k.,"Populierenweg 89 II, 1092 EV Amsterdam",63 m^2,,3,Bleij Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42640438-populierenweg-89-ii/,"Populierenweg, Oost, Amsterdam, Noord-Holland, Nederland, 1093EL, Nederland",52.3580261,4.9265784
440,Welnastraat 45,237.500 k.k.,"Welnastraat 45, 1096 GJ Amsterdam",28 m^2,,,RE/MAX Direct,https://www.funda.nl/koop/amsterdam/appartement-88001892-welnastraat-45/,"45, Welnastraat, Amsterdam, Noord-Holland, Nederland, 1096GJ, Nederland",52.3389728,4.9204853
441,Willem de Zwijgerlaan 355 1,410.000 k.k.,"Willem de Zwijgerlaan 355 1, 1055 RB Amsterdam",56 m^2,,3,Koudijs Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-42631163-willem-de-zwijgerlaan-355-1/,"355-1, Willem de Zwijgerlaan, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055RB, Nederland",52.3822561,4.856928
442,Gibraltarstraat 39 H,519.000 k.k.,"Gibraltarstraat 39 H, 1055 NJ Amsterdam",70 m^2,,3,QB Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88071118-gibraltarstraat-39-h/,"Gibraltarstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055NN, Nederland",52.3835899,4.8530227
443,Ruysdaelstraat 48 G,885.000 k.k.,"Ruysdaelstraat 48 G, 1071 XE Amsterdam",103 m^2,,3,Amstel Makelaardij o.g.,https://www.funda.nl/koop/amsterdam/appartement-42604610-ruysdaelstraat-48-g/,"Ruysdaelstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071DP, Nederland",52.3543541,4.8846317
444,Keizersgracht 546,6.250.000 k.k.,"Keizersgracht 546, 1017 EL Amsterdam",442 m^2,264 m^2,12,Brummer Makelaars en Taxateurs o.g.,https://www.funda.nl/koop/amsterdam/huis-42750446-keizersgracht-546/,"546, Keizersgracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017EL, Nederland",52.3650515,4.8874519
445,Keizersgracht 544,4.995.000 k.k.,"Keizersgracht 544, 1017 EL Amsterdam",394 m^2,254 m^2,10,JA! Jaap Admiraal makelaardij,https://www.funda.nl/koop/amsterdam/huis-42674126-keizersgracht-544/,"544, Keizersgracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017EL, Nederland",52.3650782,4.8873782
446,Freek Oxstraat 13 1,275.000 k.k.,"Freek Oxstraat 13 1, 1063 ZT Amsterdam",43 m^2,,2,P&P Vastgoed Makelaars B.V.,https://www.funda.nl/koop/amsterdam/appartement-88117536-freek-oxstraat-13-1/,"13-1, Freek Oxstraat, Slotermeer, Amsterdam, Noord-Holland, Nederland, 1063ZT, Nederland",52.3794219,4.8288956
447,Albert Cuypstraat 58 3,850.000 k.k.,"Albert Cuypstraat 58 3, 1072 CV Amsterdam",108 m^2,,4,The Agency Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42751726-albert-cuypstraat-58-3/,"58-3, Albert Cuypstraat, de Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072CV, Nederland",52.3546329,4.889228
448,Eerste Helmersstraat 291 III/IV,1.075.000 k.k.,"Eerste Helmersstraat 291 III/IV, 1054 EB Amsterdam",123 m^2,,5,Thoma Post Makelaars Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42642471-eerste-helmersstraat-291-iii-iv/,,,
449,Weerdestein 85,990.000 k.k.,"Weerdestein 85, 1083 GG Amsterdam",167 m^2,,5,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42648959-weerdestein-85/,"85, Weerdestein, Amsterdam, Noord-Holland, Nederland, 1083GG, Nederland",52.330938,4.8884078
450,KNSM-laan 515 +PP,550.000 k.k.,"KNSM-laan 515 +PP, 1019 LG Amsterdam",86 m^2,,2,Amstelland Makelaars B.V.,https://www.funda.nl/koop/amsterdam/appartement-88098866-knsm-laan-515-pp/,,,
451,Herengracht 72 3V,1.150.000 k.k.,"Herengracht 72 3V, 1015 BR Amsterdam",131 m^2,,3,De Graaf & Groot Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42632755-herengracht-72-3v/,"72-3V, Herengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015BR, Nederland",52.3771858,4.889708
452,Meer en Vaart 78 b,550.000 k.k.,"Meer en Vaart 78 b, 1068 ZZ Amsterdam",128 m^2,,3,Hoekstra en van Eck Amsterdam West,https://www.funda.nl/koop/amsterdam/appartement-42638122-meer-en-vaart-78-b/,"Meer en Vaart, Osdorp, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1068EL, Nederland",52.3587224,4.8077369
453,Gustav Mahlerplein 257,2.095.000 k.k.,"Gustav Mahlerplein 257, 1082 MS Amsterdam",175 m^2,,4,Sotheby's International Realty,https://www.funda.nl/koop/amsterdam/appartement-88051934-gustav-mahlerplein-257/,"Gustav Mahlerplein, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1082MA, Nederland",52.3376835,4.8732276
454,Potgieterstraat 30 H,1.100.000 k.k.,"Potgieterstraat 30 H, 1053 XX Amsterdam",136 m^2,,5,DSTRCT  Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42687738-potgieterstraat-30-h/,"30-H, Potgieterstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053XX, Nederland",52.3695278,4.8727914
455,Pontsteiger 168,7.250.000 k.k.,"Pontsteiger 168, 1014 ZP Amsterdam",415 m^2,,6,DSTRCT  Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42448260-pontsteiger-168/,"168, Pontsteiger, Houthaven, Amsterdam, Noord-Holland, Nederland, 1014ZP, Nederland",52.3933752,4.8864406
456,Goudestein 97,800.000 k.k.,"Goudestein 97, 1081 AZ Amsterdam",128 m^2,162 m^2,5,PUUR* Makelaars Amsterdam - Zuid,https://www.funda.nl/koop/amsterdam/huis-42644873-goudestein-97/,"97, Goudestein, Buitenveldert, Amsterdam, Noord-Holland, Nederland, 1081AZ, Nederland",52.3258657,4.8627209
457,Albardagracht 82 D,350.000 k.k.,"Albardagracht 82 D, 1067 DZ Amsterdam",70 m^2,,3,LDB Makelaardij,https://www.funda.nl/koop/amsterdam/appartement-88114960-albardagracht-82-d/,"Albardagracht, Geuzenveld, Amsterdam, Noord-Holland, Nederland, 1064ML, Nederland",52.3807231,4.8101276
458,Johannes Verhulststraat 135 bv,1.595.000 k.k.,"Johannes Verhulststraat 135 bv, 1071 NA Amsterdam",186 m^2,,6,WWR Makelaars,https://www.funda.nl/koop/amsterdam/appartement-42759162-johannes-verhulststraat-135-bv/,"Johannes Verhulststraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071LK, Nederland",52.3555224,4.8760638
459,Aan het IJ | The Cube (Bouwnr. 160),1.465.000 v.o.n.,"Aan het IJ | The Cube (Bouwnr. 160), 1031 KE Amsterdam",168 m^2,,3,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42647658-aan-het-ij-the-cube-bouwnr-160/,,,
460,Vondelstraat 7 B-I,1.675.000 k.k.,"Vondelstraat 7 B-I, 1054 GB Amsterdam",178 m^2,,5,The Agency Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-42604672-vondelstraat-7-b-i/,"Vondelstraat, Vondelbuurt, Amsterdam, Noord-Holland, Nederland, 1054GG, Nederland",52.3625065,4.8780904
461,Lijnbaansgracht 56 G,2.950.000 k.k.,"Lijnbaansgracht 56 G, 1015 GS Amsterdam",536 m^2,,7,Cocq Makelaars,https://www.funda.nl/koop/amsterdam/appartement-88980207-lijnbaansgracht-56-g/,"Lijnbaansgracht, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016XJ, Nederland",52.3667872,4.8799675
462,Eerste Amstelvlietpad 29,2.749.442 v.o.n.,"Eerste Amstelvlietpad 29, 1096 GB Amsterdam",186 m^2,,,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/appartement-42410615-eerste-amstelvlietpad-29/,"Eerste Amstelvlietpad, Amsterdam, Noord-Holland, Nederland, 1096GB, Nederland",52.3396809,4.9157819
463,Kloveniersburgwal 56 hs,995.000 k.k.,"Kloveniersburgwal 56 hs, 1012 CX Amsterdam",125 m^2,,5,Ramón Mossel Makelaardij o.g. B.V.,https://www.funda.nl/koop/amsterdam/appartement-41086974-kloveniersburgwal-56-hs/,"Kloveniersburgwal, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011JX, Nederland",52.3706985,4.8987322
464,Cas Oorthuyskade 29,995.000 k.k.,"Cas Oorthuyskade 29, 1087 DP Amsterdam",214 m^2,396 m^2,5,Meerdere makelaars betrokken,https://www.funda.nl/koop/amsterdam/huis-42590722-cas-oorthuyskade-29/,"29, Cas Oorthuyskade, IJburg, Amsterdam, Noord-Holland, Nederland, 1087DP, Nederland",52.3609164,4.989433246530501
465,Martin Vlaarkade 65,500.000 k.k.,"Martin Vlaarkade 65, 1013 CS Amsterdam",76 m^2,,3,KIJCK. makelaars,https://www.funda.nl/koop/amsterdam/appartement-42643716-martin-vlaarkade-65/,"65, Martin Vlaarkade, Spaarndammerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013CS, Nederland",52.388635,4.8810751
